,id_no,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%)
1240,1240,318,3.0,565,273,5022.58,1173.122,22.43022491,16.519821356446734,29.0393131,0.19128837399999998
1241,1241,305,2.27,445,231,4649.43,1192.523,20.60974658,17.593619937168185,29.26207143,0.16291212138640207
1242,1242,333,3.48,264,0,3400.1,1323.896,23.32767857,16.51211066059907,29.26207143,0.18312758171688728
1243,1243,226,3.15,619,0,4781.07,1323.896,21.00020693,16.611540223466314,29.26207143,0.1219694718656955
1244,1244,287,2.27,586,219,4692.15,1107.03,21.43590782,16.717171039845038,29.26207143,0.16004872479935295
1245,1245,287,3.1,631,0,3551.47,745.865,23.1536612,15.692692999999998,26.79558849,0.16254812072522204
1246,1246,341,6.03,363,285,3400.1,1323.896,23.32767857,16.05901924344548,27.23467084,0.14748558843134887
1247,1247,324,6.0,264,0,3899.27,1309.177,22.89199647,18.43894762,27.1727347,0.18771866489502353
1248,1248,226,2.27,651,141,4075.48,1323.896,21.71846085,16.12794233206258,26.8029839,0.116674048
1249,1249,321,5.06,264,0,3413.69,919.975,20.58125727,17.65350568304216,26.69905947,0.1559435785118889
1250,1250,305,2.32,309,291,4014.92,1323.896,21.3280062,15.752547446680957,28.28019845,0.116674048
1251,1251,341,2.27,264,390,3400.1,754.469,21.40475196,18.43894762,28.73239934,0.17815446634206053
1252,1252,335,6.03,363,0,3400.1,1323.896,23.32767857,16.249339288074847,28.57417109,0.19128837399999998
1253,1253,341,2.27,655,390,3400.1,1323.896,20.8433077,15.692692999999998,27.98666117,0.116674048
1254,1254,294,4.38,639,173,5320.75,599.974,20.58125727,15.70497271227777,29.26207143,0.17763949391990616
1255,1255,226,2.62,327,387,3810.25,876.081,20.58125727,18.43894762,29.26207143,0.1458340545805886
1256,1256,322,3.41,389,210,3400.1,1323.896,23.32767857,16.436296261343838,29.26207143,0.15798048710079848
1257,1257,260,4.78,655,390,3400.1,1323.896,23.27557671,18.340716060941674,27.00518289,0.19128837399999998
1258,1258,321,4.71,655,277,5128.56,1275.332,20.58125727,16.188519088930576,27.90058932,0.116674048
1259,1259,330,4.18,604,0,3400.1,1323.896,21.51769199,16.545080021015238,29.26207143,0.17783323792508343
1260,1260,226,4.61,278,0,3400.1,878.092,21.93016622,18.43894762,28.00605393,0.1649018831229654
1261,1261,315,2.27,605,284,4196.01,673.801,20.58125727,16.6921606082242,27.03077757,0.19128837399999998
1262,1262,311,2.27,264,0,4268.84,1297.83,22.23369864,16.11295065757754,29.26207143,0.17287133809139457
1263,1263,232,2.27,528,166,3400.1,1111.732,22.26091511,18.43894762,28.87778651,0.17775422287387546
1264,1264,317,2.27,569,0,3786.81,1323.896,22.96593738,17.625564167164015,29.26207143,0.16532223941641527
1265,1265,313,2.88,585,92,3417.21,1323.896,22.05972205,16.370872206949198,28.43051568,0.116674048
1266,1266,226,3.17,286,174,3829.46,1323.896,23.32767857,18.43894762,29.26207143,0.1510932884489434
1267,1267,324,2.27,375,350,4617.02,1323.896,21.16594155,18.43894762,29.15327888,0.116674048
1268,1268,308,3.11,264,43,3481.09,1204.656,23.32767857,15.692692999999998,29.26207143,0.16009731015882925
1269,1269,306,4.0,655,0,3400.1,801.75,22.62346281,16.80334186841278,29.11972404,0.1761827340893843
1270,1270,304,4.17,655,60,5057.48,856.135,21.88799918,16.10261220831623,27.43363356,0.116674048
1271,1271,326,3.87,613,390,3400.1,1323.896,23.32767857,18.43894762,26.19026488,0.14291708422134458
1272,1272,341,2.27,607,285,3400.1,1323.896,23.22145282,16.371876043029562,28.94816658,0.11850699533839658
1273,1273,323,4.83,264,97,3574.21,1323.896,22.44335936,16.52162669790868,29.04156089,0.116674048
1274,1274,226,3.18,502,0,3494.09,1323.896,21.76991028,15.779702956539419,29.07105962,0.19072959677388734
1275,1275,328,2.98,308,390,4794.74,941.723,21.20680638,18.43894762,27.50723135,0.17512200942339667
1276,1276,282,5.91,575,0,4778.51,1323.896,23.32767857,16.09433384797584,27.89111054,0.169549381612816
1277,1277,290,5.49,655,287,3400.1,1300.104,23.18180045,16.512060067902052,27.36393532,0.16883731328879958
1278,1278,279,3.01,264,74,3673.7,1323.896,20.61772059,18.43894762,29.26207143,0.19128837399999998
1279,1279,285,4.61,645,189,3400.1,1323.896,21.48476385,16.046279845987158,29.26207143,0.13984121913573747
1280,1280,236,3.03,264,0,3400.1,1323.896,22.96288963,18.43894762,27.64523936,0.18895702782115628
1281,1281,341,4.87,641,291,3400.1,1323.896,21.78160497,16.721397093529056,28.06106517,0.1613682443385837
1282,1282,272,2.27,563,249,4590.06,1323.896,22.39175252,15.861409924199142,26.19026488,0.15479158815494937
1283,1283,341,2.84,655,214,3400.1,1323.896,23.32767857,18.43894762,28.86560626,0.12401049994053599
1284,1284,328,3.6,598,0,4808.24,948.722,23.08818055,16.13862284327899,28.10105086,0.116674048
1285,1285,257,3.89,655,228,3981.33,1323.896,23.32767857,18.43894762,29.26207143,0.14561498859520966
1286,1286,226,6.03,363,25,3468.52,669.148,22.17486822,18.43894762,26.94539272,0.1636763153196414
1287,1287,314,2.27,485,390,3400.1,1323.896,20.58125727,17.42232304843293,27.22345266,0.116674048
1288,1288,226,2.27,264,390,4883.07,1323.896,22.88406733,18.43894762,29.22782671,0.14898644156916313
1289,1289,226,4.21,622,390,4756.01,1323.896,23.32767857,16.15728609633513,26.6424118,0.19128837399999998
1290,1290,285,2.27,264,0,3400.1,699.411,23.32767857,15.98843787094238,29.26207143,0.16309274594394585
1291,1291,340,4.14,293,0,3400.1,1323.896,21.43377935,15.70893592046415,28.2980257,0.116674048
1292,1292,301,6.03,609,255,4328.35,852.035,22.38379762,16.041156633850964,26.7001856,0.116674048
1293,1293,311,3.01,563,270,3400.1,1323.896,22.96928271,18.43894762,28.95488414,0.15240652582620476
1294,1294,341,2.27,622,361,3400.1,1323.896,20.58125727,16.1611941616889,29.26207143,0.1568037911863137
1295,1295,232,5.46,586,59,3400.1,1323.896,21.68868787,16.474026907692785,28.24327248,0.11701135681876064
1296,1296,340,2.27,532,95,3400.1,932.017,23.20893788,16.32476963183288,29.26207143,0.14739374173651507
1297,1297,341,4.72,355,314,3400.1,668.58,22.73353887,15.908189983435292,29.26207143,0.18486182351821975
1298,1298,226,3.71,655,390,4253.42,763.667,21.28822566,16.5717736419999,29.26207143,0.16795932936148358
1299,1299,325,3.27,631,0,4309.4,1323.896,22.00380233,18.43894762,26.63052514,0.15728068742833626
1300,1300,341,3.04,547,257,5320.75,1323.896,22.91217848,18.43894762,29.26207143,0.116674048
1301,1301,341,3.21,264,390,3400.1,1296.812,22.30158374,15.692692999999998,29.26207143,0.116674048
1302,1302,226,2.27,296,0,5320.75,1323.896,20.58125727,15.692692999999998,28.50294155,0.17686464409683073
1303,1303,341,2.27,264,54,3400.1,775.224,23.32767857,18.425885103391693,27.42567873,0.12924427440385028
1304,1304,322,3.28,481,0,4184.9,1323.896,21.98089138,18.43894762,29.26207143,0.19128837399999998
1305,1305,226,4.04,655,51,5320.75,939.785,21.54598155,16.070413063582734,29.26207143,0.17153093247906723
1306,1306,226,2.27,264,390,4723.02,1323.896,22.10207248,16.831476860101656,26.43133376,0.1683360679595319
1307,1307,339,4.26,606,330,4145.97,687.642,23.21376061,16.449740729371783,26.45371285,0.16713520045667998
1308,1308,341,2.27,601,0,3400.1,780.61,22.43513751,15.692692999999998,28.84009853,0.116674048
1309,1309,320,2.27,264,0,5320.75,885.276,20.85554235,18.43894762,27.07370432,0.116674048
1310,1310,294,2.41,655,161,5189.18,797.948,23.32767857,16.245607455285345,27.3183917,0.16026434038631476
1311,1311,331,5.26,291,0,3672.07,1323.896,22.60139669,17.727030865360664,28.84853468,0.19128837399999998
1312,1312,323,4.52,264,325,3854.2,1323.896,23.32767857,18.43894762,28.33352209,0.116674048
1313,1313,341,3.5,564,103,3546.07,967.961,21.53641448,16.064258594284745,28.24066446,0.18713305977587222
1314,1314,246,2.27,355,390,3408.99,1323.896,20.80466997,15.692692999999998,26.19026488,0.1278580760725104
1315,1315,226,2.27,577,390,4502.61,1323.896,20.58125727,16.52625284281003,29.26207143,0.1637796265308769
1316,1316,334,5.54,444,200,4572.26,918.462,20.58125727,15.692692999999998,28.82258544,0.12296701219981962
1317,1317,341,4.37,644,52,4298.19,1095.0,21.43065044,18.43894762,27.9958111,0.18393557920857068
1318,1318,331,3.71,600,128,3400.1,941.403,21.58595143,15.692692999999998,29.26207143,0.15363696588435619
1319,1319,275,2.27,264,0,3400.1,862.875,22.82207063,18.43894762,27.18669908,0.116674048
1320,1320,266,4.06,311,0,4207.94,1323.896,20.58125727,18.43894762,28.95964074,0.12485566177719815
1321,1321,319,2.27,267,390,3400.1,1323.896,21.90580795,18.43894762,26.19026488,0.15833425772952858
1322,1322,337,3.46,320,69,4214.41,1323.896,23.32767857,18.43894762,29.26207143,0.116674048
1323,1323,267,3.91,264,378,5109.1,1323.896,21.89439651,15.920175506611992,26.86895208,0.12659358681604244
1324,1324,341,2.27,264,390,4458.52,984.066,23.32767857,15.770359674047278,27.75246796,0.116674048
1325,1325,317,6.03,323,390,3400.1,599.974,20.80268428,16.406842772656276,28.4258538,0.19128837399999998
1326,1326,276,2.27,399,264,5006.37,872.281,23.32767857,16.113472339642787,29.05273731,0.116674048
1327,1327,338,4.58,350,0,3400.1,1323.896,21.54819232,15.692692999999998,28.8258261,0.16025031421233107
1328,1328,307,2.27,373,390,4670.28,886.117,22.24750288,15.692692999999998,29.26207143,0.17515908672583289
1329,1329,296,4.59,264,51,5044.66,1323.896,20.58125727,15.692692999999998,29.26207143,0.12410954700854306
1330,1330,226,2.27,655,95,3678.51,1218.826,23.32767857,18.038890826727638,28.55235004,0.1761295851900473
1331,1331,226,2.27,651,0,3515.99,851.088,22.28405937,16.41207510786798,29.26207143,0.15063870268867371
1332,1332,333,6.03,609,301,4013.36,1323.896,23.32767857,16.220236159827554,28.6736359,0.16627575226271774
1333,1333,293,5.99,264,390,3641.76,1323.896,23.32767857,18.43894762,26.19026488,0.1534608406736572
1334,1334,319,2.85,553,0,3913.21,1323.896,20.58125727,17.70540878081916,29.26207143,0.15417915176847413
1335,1335,226,2.6,264,0,4277.23,935.373,20.66995879,16.353269596511996,27.91616258,0.116674048
1336,1336,338,2.27,346,0,3814.67,1323.896,23.32767857,16.911849653340678,26.81176643,0.1627877211572319
1337,1337,299,6.03,655,259,5110.1,1323.896,20.73899199,16.262276305739164,29.26207143,0.19128837399999998
1338,1338,341,3.03,655,0,4924.6,1323.896,20.58125727,18.43894762,28.73136954,0.19128837399999998
1339,1339,247,3.44,497,0,4990.94,1323.896,21.98527364,15.692692999999998,29.26207143,0.116674048
1340,1340,323,2.27,655,222,3861.41,893.224,20.58125727,18.43894762,28.4855368,0.16452705718500574
1341,1341,318,6.03,264,0,3822.77,1323.896,23.32767857,16.11090237495557,27.26776106,0.11702126502394686
1342,1342,341,2.27,530,283,3426.6,797.651,20.58125727,16.653533685387686,27.21856851,0.12931104449253628
1343,1343,278,2.27,264,0,3400.1,1323.896,23.32767857,15.692692999999998,27.37103999,0.116674048
1344,1344,270,3.26,264,173,3400.1,820.69,23.32767857,16.08905184212102,26.28062107,0.1526695012696112
1345,1345,256,3.04,553,0,3400.1,1323.896,20.73110409,15.835598280349735,29.26207143,0.15870065687521343
1346,1346,337,6.03,535,308,4121.86,885.182,21.74068744,15.692692999999998,26.19026488,0.14346323370362404
1347,1347,341,2.62,264,129,3400.1,1323.896,20.58125727,18.43894762,26.97973237,0.12824618939053758
1348,1348,297,3.6,264,390,3613.84,1015.32,23.32767857,18.00998732617556,27.44393524,0.1434918155132491
1349,1349,234,2.46,264,152,4113.15,1323.896,20.58125727,15.807647965034011,27.87978158,0.186439680190722
1350,1350,325,6.03,376,19,4184.1,940.303,23.32767857,18.235796145659346,28.67360813,0.116674048
1351,1351,341,2.27,655,390,3400.1,933.094,20.58125727,16.907137316443606,28.26993882,0.15158637310623568
1352,1352,313,2.96,340,80,3464.13,1323.896,22.32073442,16.443973923608024,26.19026488,0.13112489050981982
1353,1353,271,4.74,421,0,3400.1,1323.896,23.27124733,18.43894762,29.26207143,0.16716068362507747
1354,1354,327,2.65,533,13,3400.1,853.673,22.73386078,15.692692999999998,28.56449685,0.19128837399999998
1355,1355,299,4.37,264,390,3400.1,1323.896,23.32767857,16.50218126251372,28.84268272,0.13621701953456714
1356,1356,226,3.76,655,0,4670.82,1323.896,23.32767857,18.43894762,28.41338264,0.15619262407083556
1357,1357,317,2.27,655,86,3626.35,757.911,20.58125727,15.692692999999998,28.49874352,0.16999882609608144
1358,1358,306,3.35,278,0,4766.75,614.734,23.32767857,15.692692999999998,28.88484515,0.15539520675532545
1359,1359,341,3.04,538,230,3559.15,1323.896,23.32767857,16.008709947710226,29.26207143,0.14922930088432945
1360,1360,320,2.27,448,294,3634.72,718.536,20.58125727,16.317801269559506,27.05511195,0.116674048
1361,1361,341,5.64,609,346,3400.1,748.869,20.58125727,15.93380007832727,26.82025783,0.18063021297728307
1362,1362,254,3.5,655,0,3400.1,1323.896,21.44110784,18.43894762,28.84481929,0.16887963253456045
1363,1363,226,2.27,655,0,3999.4,599.974,21.59068937,16.57592192244127,27.89802636,0.16036144399438707
1364,1364,243,4.71,492,390,3400.1,913.701,23.32767857,16.712108242284444,26.19026488,0.1714428042217696
1365,1365,334,2.27,446,0,3400.1,695.32,21.94237004,15.692692999999998,28.30539671,0.116674048
1366,1366,226,2.27,451,390,3400.1,773.795,20.96468797,15.87590470809282,29.26207143,0.16463156049709773
1367,1367,311,2.67,371,88,4686.0,1295.58,20.58125727,18.43894762,26.19026488,0.116674048
1368,1368,330,2.5,644,306,3400.1,1323.896,23.32767857,18.43894762,27.60232405,0.15851463213514144
1369,1369,269,2.27,264,223,3598.3,1323.896,20.92103326,15.692692999999998,27.89022213,0.17059131304392
1370,1370,246,3.94,625,63,3400.1,1323.896,22.14621769,15.764998131020594,27.38140941,0.18761301335771385
1371,1371,289,5.66,638,384,3400.1,1228.949,21.88795535,18.43894762,29.26207143,0.116674048
1372,1372,341,3.99,655,0,3400.1,862.306,22.28611254,15.692692999999998,27.69657832,0.116674048
1373,1373,341,2.27,264,302,3400.1,894.322,20.76438633,16.0926132152055,28.21582524,0.19128837399999998
1374,1374,333,2.92,392,0,5096.58,903.506,20.877795,16.704511800942736,28.15577216,0.1628073233700096
1375,1375,313,4.62,463,370,3400.1,1323.896,20.58125727,18.43894762,26.19026488,0.116674048
1376,1376,336,2.27,495,390,3400.1,1323.896,21.01863222,16.209347525008457,29.09733663,0.17406995647936777
1377,1377,341,2.27,376,390,3400.1,1323.896,23.09349676,15.692692999999998,26.70267118,0.116674048
1378,1378,340,6.03,264,122,3400.1,977.747,23.32767857,18.43894762,27.56449321,0.1460279838790945
1379,1379,341,3.22,655,48,4480.34,1323.896,20.58125727,15.692692999999998,27.81243135,0.116674048
1380,1380,341,2.27,642,288,3400.1,863.101,22.77203694,15.694893741012873,29.26207143,0.16939173231925134
1381,1381,302,2.27,264,0,5011.82,801.289,22.67103445,18.43894762,29.26207143,0.15748780570343057
1382,1382,319,2.27,445,88,4354.39,1323.896,20.58125727,17.54215183337177,29.22414339,0.17103304707061132
1383,1383,317,6.03,558,223,3400.1,732.083,21.72636869,18.43894762,28.11986104,0.18871593822971475
1384,1384,228,2.27,301,248,3400.1,1243.131,20.70167679,18.43894762,26.19026488,0.1625205060569088
1385,1385,323,5.63,655,0,3400.1,1323.896,23.32767857,18.43894762,29.26207143,0.1493431383488581
1386,1386,313,6.03,264,149,5320.75,976.122,20.58125727,18.197133234307188,29.26207143,0.17196583724422143
1387,1387,324,5.11,315,390,3404.85,1323.896,22.74176222,15.692692999999998,26.21449319,0.16624823388392843
1388,1388,308,5.77,389,208,3400.1,1098.866,21.1196374,17.059182322070143,29.26207143,0.19128837399999998
1389,1389,304,3.83,264,137,3400.1,1323.896,22.11054601,17.60558575722398,26.45529127,0.16506153844827826
1390,1390,341,2.27,569,62,3552.11,902.217,23.32767857,17.864153165700127,27.72046243,0.116674048
1391,1391,341,2.34,655,121,3400.1,918.11,20.58125727,18.43894762,27.49683938,0.1526173707049362
1392,1392,226,2.98,655,272,5320.75,874.314,21.98556934,18.16231158807971,28.63839676,0.116674048
1393,1393,323,3.65,282,0,3400.1,1202.195,23.15906716,15.692692999999998,27.80786958,0.12148034995434072
1394,1394,226,2.9,264,0,5028.45,915.426,22.07394637,15.86375075598472,28.19226935,0.1778006089068657
1395,1395,334,2.28,609,158,5320.75,1323.896,22.91088785,15.954677092614833,27.69016521,0.116674048
1396,1396,226,2.27,655,366,3582.22,1323.896,20.81172184,15.89818927024302,29.26207143,0.116674048
1397,1397,226,6.03,637,8,3611.21,1323.896,20.90238679,16.71098365723147,28.23264445,0.116674048
1398,1398,286,2.59,570,334,3861.34,1323.896,21.21458437,16.521918868729514,28.87201991,0.1265295279761275
1399,1399,319,5.43,318,390,4079.62,1323.896,20.58125727,18.43894762,26.90354832,0.18094724623477504
1400,1400,327,2.27,573,390,4000.72,1323.896,22.10675389,16.383265292986582,29.14239026,0.15589280767200614
1401,1401,311,5.06,604,390,4486.48,712.939,21.897891,15.904952952835165,26.8354956,0.116674048
1402,1402,341,3.96,536,230,3602.37,1323.896,20.82042388,15.692692999999998,26.5955173,0.16692848873281602
1403,1403,341,6.03,632,362,3400.1,929.199,23.32767857,15.692692999999998,28.28524342,0.116674048
1404,1404,341,5.01,655,229,3400.1,1323.896,21.34628552,17.93669228801448,29.26207143,0.16632811771547382
1405,1405,339,6.01,467,0,3478.92,832.361,20.58125727,15.692692999999998,28.3814214,0.17226715196640027
1406,1406,323,4.95,584,123,3400.1,1323.896,20.87048965,16.09559016646971,27.59163005,0.13190428740590388
1407,1407,251,3.13,264,390,3730.09,1323.896,21.5065344,15.822243897990804,27.49460546,0.18127122984517507
1408,1408,339,2.27,264,0,3400.1,719.692,23.32767857,16.65378632815839,27.43887697,0.116674048
1409,1409,291,5.06,264,0,3773.78,1323.896,23.32767857,16.683843281083885,28.834254,0.17838838861002373
1410,1410,301,4.55,264,390,3400.1,763.461,22.73670694,16.420210750299184,26.76967328,0.14399019162605428
1411,1411,326,6.03,377,0,3951.1,1323.896,23.04522438,18.10359081962633,28.00576643,0.13470877152165492
1412,1412,226,4.1,381,307,3400.1,1323.896,22.74430306,15.983221050289904,29.26207143,0.19128837399999998
1413,1413,318,3.84,467,323,5320.75,1323.896,23.02235833,15.889922123866503,26.5266422,0.18169599138434409
1414,1414,305,5.55,347,0,4023.5,693.182,21.74397348,16.291997149970655,26.61877745,0.116674048
1415,1415,341,2.27,655,247,3796.83,1323.896,23.32767857,15.802262378449454,28.782041,0.116674048
1416,1416,341,4.32,502,390,3400.1,746.697,20.58125727,16.03029563058212,28.50287214,0.1663296735846661
1417,1417,341,2.55,264,349,3469.64,1323.896,20.58125727,18.43894762,29.26207143,0.14523004426586375
1418,1418,240,6.03,652,0,3400.1,1323.896,22.84494385,16.806313126996343,28.22916201,0.17671968824270287
1419,1419,251,2.46,303,283,3400.1,1323.896,23.32767857,18.43894762,27.72708454,0.116674048
1420,1420,341,5.25,382,390,3400.1,845.274,23.27935843,16.807323698079166,27.69175888,0.18288600151390844
1421,1421,321,2.77,264,0,3855.31,1176.662,22.24172339,18.104734512093188,29.26207143,0.12906565850094254
1422,1422,332,5.99,649,291,3400.1,1323.896,20.58125727,16.249354361651772,28.97546856,0.18011485539703306
1423,1423,319,4.41,511,40,3400.1,715.965,20.67790662,15.904319207394787,27.38436644,0.15374874926802906
1424,1424,306,2.27,264,273,3483.46,1323.896,21.59197681,15.84673639088481,29.26207143,0.116674048
1425,1425,241,2.56,632,291,3400.1,649.935,21.40389159,16.045492562284874,28.23473686,0.15012379883633184
